site_name,site_url,latitude,longitude,elevation_m,active,date_first,date_last
millhaft2,https://phenocam.nau.edu/webcam/sites/millhaft2/,52.8008,-2.2988,124,True,2019-12-03,2026-03-23
millhaftmanormeadow,https://phenocam.nau.edu/webcam/sites/millhaftmanormeadow/,52.8029,-2.2975,115,True,2023-03-15,2026-03-23
missouriozarks,https://phenocam.nau.edu/webcam/sites/missouriozarks/,38.7441,-92.2,219,True,2012-03-05,2026-03-23
monteblanco,https://phenocam.nau.edu/webcam/sites/monteblanco/,37.0224,-6.5549,20,True,2017-02-15,2026-03-23
montebondonegrass,https://phenocam.nau.edu/webcam/sites/montebondonegrass/,46.0147,11.0458,1550,True,2015-04-30,2026-03-22
montebondonepeat,https://phenocam.nau.edu/webcam/sites/montebondonepeat/,46.0177,11.0409,1563,True,2015-04-29,2026-03-23
montenegro,https://phenocam.nau.edu/webcam/sites/montenegro/,36.99231,-6.48256,12,True,2016-03-17,2026-03-23
montmegmsj,https://phenocam.nau.edu/webcam/sites/montmegmsj/,45.4234,-71.1258,599,True,2019-09-06,2026-03-23
monture,https://phenocam.nau.edu/webcam/sites/monture/,47.02019,-113.12832,1255,False,2001-06-08,2019-02-01
moorefields,https://phenocam.nau.edu/webcam/sites/moorefields/,43.1383,-70.9609,90,False,2016-06-13,2018-11-12
morganmonroe,https://phenocam.nau.edu/webcam/sites/morganmonroe/,39.3231,-86.4131,275,True,2008-08-27,2026-03-22
morganmonroe2,https://phenocam.nau.edu/webcam/sites/morganmonroe2/,39.3231,-86.4131,275,True,2017-04-04,2026-03-23
moucherotte,https://phenocam.nau.edu/webcam/sites/moucherotte/,45.12582,5.628,,True,2018-12-14,2024-10-17
mounthood,https://phenocam.nau.edu/webcam/sites/mounthood/,45.307,-121.706,1449,False,2000-11-16,2021-06-25
mountranier,https://phenocam.nau.edu/webcam/sites/mountranier/,46.78333,-121.73333,1650,False,2003-09-19,2019-03-27
mountzirkel,https://phenocam.nau.edu/webcam/sites/mountzirkel/,40.45655,-106.73987,3216,False,2000-11-30,2009-06-14
mtrobson,https://phenocam.nau.edu/webcam/sites/mtrobson/,53.033,-119.1997,885,False,2009-06-12,2021-06-10
murphy24,https://phenocam.nau.edu/webcam/sites/murphy24/,36.7436,-88.8545,108,True,2025-01-28,2026-03-23
nahuku,https://phenocam.nau.edu/webcam/sites/nahuku/,19.41519,-155.23838,1202,False,2015-07-16,2022-05-05
nationalcapital,https://phenocam.nau.edu/webcam/sites/nationalcapital/,38.88818,-77.0695,28,False,2003-07-25,2019-03-27
nationalelkrefuge,https://phenocam.nau.edu/webcam/sites/nationalelkrefuge/,43.48893,-110.73782,1899,True,2015-08-12,2026-03-23
ncloblolly1994,https://phenocam.nau.edu/webcam/sites/ncloblolly1994/,35.8031,-76.6679,23,False,2017-05-23,2017-06-22
ncssm,https://phenocam.nau.edu/webcam/sites/ncssm/,36.01845,-78.92075,175,True,2013-03-20,2026-03-23
NEON.D01.BART.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D01.BART.DP1.00033/,44.06387,-71.28737,285,True,2016-12-13,2026-03-23
NEON.D01.BART.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D01.BART.DP1.00042/,44.06387,-71.28737,285,True,2016-12-13,2026-03-23
NEON.D01.HARV.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D01.HARV.DP1.00033/,42.53691,-72.17265,359,True,2016-12-13,2026-03-23
NEON.D01.HARV.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D01.HARV.DP1.00042/,42.53691,-72.17265,359,True,2016-12-13,2026-03-23
NEON.D01.HOPB.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D01.HOPB.DP1.20002/,42.47179,-72.32963,203,True,2017-11-01,2026-03-23
NEON.D02.BLAN.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D02.BLAN.DP1.00033/,39.0337,-78.04179,162,True,2016-12-14,2026-03-23
NEON.D02.BLAN.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D02.BLAN.DP1.00042/,39.0337,-78.04179,162,True,2016-12-14,2026-03-23
NEON.D02.LEWI.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D02.LEWI.DP1.20002/,39.09564,-77.98322,152,True,2017-05-30,2026-03-23
NEON.D02.POSE.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D02.POSE.DP1.20002/,38.89332,-78.14678,293,True,2016-04-12,2026-03-23
NEON.D02.SCBI.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D02.SCBI.DP1.00033/,38.89292,-78.13949,364,True,2016-12-13,2026-03-23
NEON.D02.SCBI.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D02.SCBI.DP1.00042/,38.89292,-78.13949,364,True,2016-12-13,2026-03-23
NEON.D02.SERC.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D02.SERC.DP1.00033/,38.89008,-76.56001,30,True,2016-01-29,2026-03-23
NEON.D02.SERC.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D02.SERC.DP1.00042/,38.89008,-76.56001,30,True,2016-02-23,2026-03-23
NEON.D03.BARC.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D03.BARC.DP1.20002/,29.67647,-82.00909,35,True,2017-10-30,2026-03-23
NEON.D03.DSNY.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D03.DSNY.DP1.00033/,28.12505,-81.43619,22,True,2016-12-14,2026-03-23
NEON.D03.DSNY.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D03.DSNY.DP1.00042/,28.12505,-81.43619,22,True,2016-12-14,2026-03-23
NEON.D03.FLNT.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D03.FLNT.DP1.20002/,31.18542,-84.4374,27,True,2018-07-24,2026-03-23
NEON.D03.JERC.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D03.JERC.DP1.00033/,31.19484,-84.46862,58,True,2016-12-14,2026-03-23
NEON.D03.JERC.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D03.JERC.DP1.00042/,31.19484,-84.46862,58,True,2016-12-14,2026-03-23
NEON.D03.OSBS.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D03.OSBS.DP1.00033/,29.68928,-81.99343,56,True,2016-12-14,2026-03-23
NEON.D03.OSBS.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D03.OSBS.DP1.00042/,29.68928,-81.99343,56,True,2016-12-14,2026-03-23
NEON.D03.SUGG.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D03.SUGG.DP1.20002/,29.68705,-82.01617,28,True,2017-10-30,2026-03-23
NEON.D04.CUPE.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D04.CUPE.DP1.20002/,18.11352,-66.98676,164,True,2018-02-08,2026-03-23
NEON.D04.GUAN.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D04.GUAN.DP1.00033/,17.96955,-66.8687,136,True,2016-12-14,2026-03-23
NEON.D04.GUAN.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D04.GUAN.DP1.00042/,17.96955,-66.8687,136,True,2016-12-14,2026-02-23
NEON.D04.GUIL.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D04.GUIL.DP1.20002/,18.1741,-66.79851,564,True,2018-07-24,2026-03-23
NEON.D04.LAJA.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D04.LAJA.DP1.00033/,18.02126,-67.07689,22,True,2016-12-14,2026-03-23
NEON.D04.LAJA.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D04.LAJA.DP1.00042/,18.02126,-67.07689,22,True,2016-12-14,2026-03-23
NEON.D05.CRAM.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D05.CRAM.DP1.20002/,46.21111,-89.47825,518,True,2017-10-30,2026-03-23
NEON.D05.LIRO.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D05.LIRO.DP1.20002/,45.99827,-89.70477,495,True,2017-10-30,2026-03-23
NEON.D05.STEI.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D05.STEI.DP1.00033/,45.50894,-89.58637,476,True,2017-10-30,2026-03-23
NEON.D05.STEI.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D05.STEI.DP1.00042/,45.50894,-89.58637,476,True,2017-10-30,2026-03-23
NEON.D05.TREE.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D05.TREE.DP1.00033/,45.49373,-89.58572,474,True,2016-12-15,2026-03-23
NEON.D05.TREE.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D05.TREE.DP1.00042/,45.49373,-89.58572,474,True,2016-12-15,2026-03-23
NEON.D05.UNDE.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D05.UNDE.DP1.00033/,46.23391,-89.53725,529,True,2016-12-14,2026-03-23
NEON.D05.UNDE.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D05.UNDE.DP1.00042/,46.23391,-89.53725,529,True,2016-12-14,2026-03-23
NEON.D06.KING.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D06.KING.DP1.20002/,39.10506,-96.60336,339,True,2016-12-15,2026-03-23
NEON.D06.KONA.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D06.KONA.DP1.00033/,39.11045,-96.61293,443,True,2016-05-06,2026-03-23
NEON.D06.KONA.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D06.KONA.DP1.00042/,39.11045,-96.61293,443,True,2016-05-06,2026-03-23
NEON.D06.KONZ.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D06.KONZ.DP1.00033/,39.10077,-96.56309,415,True,2017-02-24,2026-03-23
NEON.D06.KONZ.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D06.KONZ.DP1.00042/,39.10077,-96.56309,415,True,2017-02-24,2026-03-23
NEON.D06.MCDI.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D06.MCDI.DP1.20002/,38.94428,-96.44197,376,True,2017-04-03,2026-03-23
NEON.D06.UKFS.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D06.UKFS.DP1.00033/,39.04043,-95.19215,330,True,2018-11-14,2026-03-23
NEON.D06.UKFS.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D06.UKFS.DP1.00042/,39.04043,-95.19215,330,True,2017-10-31,2026-03-23
NEON.D07.GRSM.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D07.GRSM.DP1.00033/,35.68896,-83.50195,589,True,2017-01-24,2026-03-23
NEON.D07.GRSM.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D07.GRSM.DP1.00042/,35.68896,-83.50195,589,True,2017-01-24,2026-03-23
NEON.D07.LECO.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D07.LECO.DP1.20002/,35.69043,-83.50379,578,True,2017-04-03,2026-03-23
NEON.D07.MLBS.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D07.MLBS.DP1.00033/,37.37831,-80.52485,1177,True,2016-12-15,2026-03-23
NEON.D07.MLBS.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D07.MLBS.DP1.00042/,37.37831,-80.52485,1177,True,2016-12-15,2026-03-23
NEON.D07.ORNL.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D07.ORNL.DP1.00033/,35.96413,-84.28259,351,True,2016-12-15,2026-03-23
NEON.D07.ORNL.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D07.ORNL.DP1.00042/,35.96413,-84.28259,351,True,2016-12-15,2026-03-23
NEON.D07.WALK.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D07.WALK.DP1.20002/,35.95947,-84.28041,274,True,2016-06-29,2026-03-23
NEON.D08.BLWA.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D08.BLWA.DP1.20002/,32.54153,-87.79815,23,True,2018-10-10,2026-03-23
NEON.D08.DELA.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D08.DELA.DP1.00033/,32.54173,-87.80388,36,False,2016-12-16,2025-10-08
NEON.D08.DELA.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D08.DELA.DP1.00042/,32.54173,-87.80388,36,False,2017-10-30,2025-10-08
NEON.D08.LENO.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D08.LENO.DP1.00033/,31.85388,-88.16122,10,True,2016-05-06,2026-03-23
NEON.D08.LENO.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D08.LENO.DP1.00042/,31.85388,-88.16122,10,True,2017-10-30,2026-03-23
NEON.D08.MAYF.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D08.MAYF.DP1.20002/,32.95966,-87.40813,93,True,2016-04-12,2026-03-23
NEON.D08.TALL.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D08.TALL.DP1.00033/,32.95047,-87.39326,167,True,2016-12-16,2026-03-23
NEON.D08.TALL.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D08.TALL.DP1.00042/,32.95047,-87.39326,167,True,2016-12-16,2026-03-23
NEON.D08.TOMB.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D08.TOMB.DP1.20002/,31.85343,-88.15887,10,True,2018-07-24,2026-03-23
NEON.D09.DCFS.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D09.DCFS.DP1.00033/,47.16165,-99.10656,574,True,2017-10-31,2026-03-23
NEON.D09.DCFS.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D09.DCFS.DP1.00042/,47.16165,-99.10656,574,True,2017-10-31,2026-03-23
NEON.D09.NOGP.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D09.NOGP.DP1.00033/,46.76972,-100.91535,589,True,2017-10-29,2026-03-23
NEON.D09.NOGP.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D09.NOGP.DP1.00042/,46.76972,-100.91535,589,True,2017-10-31,2026-03-23
NEON.D09.PRLA.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D09.PRLA.DP1.20002/,47.15909,-99.11388,563,True,2017-10-30,2026-03-23
NEON.D09.PRPO.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D09.PRPO.DP1.20002/,47.12999,-99.25055,587,True,2016-12-19,2026-03-23
NEON.D09.WOOD.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D09.WOOD.DP1.00033/,47.1282,-99.24133,585,True,2016-12-18,2026-03-23
NEON.D09.WOOD.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D09.WOOD.DP1.00042/,47.1282,-99.24133,585,True,2016-12-19,2026-03-23
NEON.D10.ARIK.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D10.ARIK.DP1.20002/,39.75825,-102.4471,1188,True,2016-12-19,2026-03-23
NEON.D10.CPER.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D10.CPER.DP1.00033/,40.81553,-104.7456,1600,True,2016-06-29,2026-03-07
NEON.D10.CPER.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D10.CPER.DP1.00042/,40.81553,-104.7456,1600,True,2016-06-29,2026-03-23
NEON.D10.HQT2.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D10.HQT2.DP1.00033/,40.0167,-105.24561,1601,True,2021-04-13,2026-01-09
NEON.D10.HQT2.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D10.HQT2.DP1.00042/,40.0167,-105.24561,1601,True,2021-04-13,2026-01-09
NEON.D10.HQTW.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D10.HQTW.DP1.00033/,40.0167,-105.24561,1601,True,2021-04-13,2026-03-23
NEON.D10.HQTW.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D10.HQTW.DP1.00042/,40.0167,-105.24561,1601,True,2021-04-13,2026-03-23
NEON.D10.RMNP.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D10.RMNP.DP1.00033/,40.2759,-105.54596,2751,True,2016-12-19,2026-03-23
NEON.D10.RMNP.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D10.RMNP.DP1.00042/,40.2759,-105.54596,2751,True,2016-12-19,2026-03-23
NEON.D10.STER.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D10.STER.DP1.00033/,40.46189,-103.02929,1366,True,2016-12-18,2026-03-23
NEON.D10.STER.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D10.STER.DP1.00042/,40.46189,-103.02929,1366,True,2016-12-18,2026-03-23
NEON.D11.BLUE.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D11.BLUE.DP1.20002/,34.44422,-96.6242,288,True,2018-07-19,2026-03-23
NEON.D11.CLBJ.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D11.CLBJ.DP1.00033/,33.40123,-97.57,279,True,2017-02-13,2026-03-23
NEON.D11.CLBJ.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D11.CLBJ.DP1.00042/,33.40123,-97.57,279,True,2017-02-13,2026-03-23
NEON.D11.OAES.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D11.OAES.DP1.00033/,35.41059,-99.05879,520,True,2017-02-27,2026-03-23
NEON.D11.OAES.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D11.OAES.DP1.00042/,35.41059,-99.05879,520,True,2017-02-27,2026-03-23
NEON.D11.PRIN.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D11.PRIN.DP1.20002/,33.37859,-97.78226,255,True,2017-02-24,2026-03-23
NEON.D12.BLDE.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D12.BLDE.DP1.20002/,44.95011,-110.58715,2035,True,2018-09-25,2026-03-23
NEON.D12.YELL.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D12.YELL.DP1.00033/,44.95348,-110.53914,2130,True,2018-09-30,2026-03-23
NEON.D12.YELL.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D12.YELL.DP1.00042/,44.95348,-110.53914,2130,True,2018-10-10,2026-03-23
NEON.D13.COMO.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D13.COMO.DP1.20002/,40.03496,-105.54487,3036,True,2017-05-30,2026-03-23
NEON.D13.MOAB.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D13.MOAB.DP1.00033/,38.24833,-109.38827,1803,True,2017-02-24,2026-03-17
NEON.D13.MOAB.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D13.MOAB.DP1.00042/,38.24833,-109.38827,1803,True,2017-02-24,2026-03-14
NEON.D13.NIWO.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D13.NIWO.DP1.00033/,40.05425,-105.58237,3493,True,2017-04-25,2026-03-23
NEON.D13.NIWO.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D13.NIWO.DP1.00042/,40.05425,-105.58237,3493,True,2017-03-09,2026-03-23
NEON.D13.WLOU.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D13.WLOU.DP1.20002/,39.89137,-105.9154,2920,True,2017-10-30,2026-03-23
NEON.D14.JORN.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D14.JORN.DP1.00033/,32.59068,-106.84254,1321,True,2017-02-24,2026-03-23
NEON.D14.JORN.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D14.JORN.DP1.00042/,32.59068,-106.84254,1321,True,2017-02-24,2026-03-23
NEON.D14.SRER.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D14.SRER.DP1.00033/,31.91068,-110.83549,999,True,2017-02-24,2026-03-23
NEON.D14.SRER.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D14.SRER.DP1.00042/,31.91068,-110.83549,999,True,2017-02-24,2026-03-23
NEON.D14.SYCA.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D14.SYCA.DP1.20002/,33.74906,-111.5069,644,True,2017-10-31,2026-03-23
NEON.D15.ONAQ.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D15.ONAQ.DP1.00033/,40.1776,-112.45245,1655,True,2016-12-19,2026-03-23
NEON.D15.ONAQ.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D15.ONAQ.DP1.00042/,40.1776,-112.45245,1655,True,2016-12-19,2026-03-23
NEON.D15.REDB.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D15.REDB.DP1.20002/,40.78393,-111.79789,1696,True,2018-07-19,2026-03-18
NEON.D16.ABBY.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D16.ABBY.DP1.00033/,45.76243,-122.33033,390,True,2017-05-30,2026-03-23
NEON.D16.ABBY.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D16.ABBY.DP1.00042/,45.76243,-122.33033,390,True,2017-10-31,2026-03-23
NEON.D16.MART.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D16.MART.DP1.20002/,45.79125,-121.93196,354,True,2018-02-01,2026-03-23
NEON.D16.MCRA.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D16.MCRA.DP1.20002/,44.2596,-122.16555,880,True,2017-11-17,2026-03-23
NEON.D16.WREF.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D16.WREF.DP1.00033/,45.82049,-121.95191,368,True,2018-02-01,2026-03-23
NEON.D16.WREF.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D16.WREF.DP1.00042/,45.82049,-121.95191,368,True,2018-02-01,2026-03-17
NEON.D17.BIGC.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D17.BIGC.DP1.20002/,37.05972,-119.25755,1133,True,2018-09-13,2026-03-23
NEON.D17.SJER.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D17.SJER.DP1.00033/,37.10878,-119.73228,398,True,2018-07-12,2026-03-23
NEON.D17.SJER.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D17.SJER.DP1.00042/,37.10878,-119.73228,398,True,2018-07-12,2026-03-23
NEON.D17.SOAP.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D17.SOAP.DP1.00033/,37.03337,-119.26219,1210,True,2017-11-02,2026-03-23
NEON.D17.SOAP.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D17.SOAP.DP1.00042/,37.03337,-119.26219,1210,True,2017-11-02,2026-03-23
NEON.D17.TEAK.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D17.TEAK.DP1.00033/,37.00583,-119.00602,2149,True,2018-07-24,2026-03-23
NEON.D17.TEAK.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D17.TEAK.DP1.00042/,37.00583,-119.00602,2149,True,2018-07-24,2026-03-23
NEON.D17.TECR.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D17.TECR.DP1.20002/,36.95593,-119.02736,2053,True,2018-11-26,2025-08-30
NEON.D18.BARR.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D18.BARR.DP1.00033/,71.28241,-156.61936,7,True,2016-12-19,2026-01-16
NEON.D18.BARR.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D18.BARR.DP1.00042/,71.28241,-156.61936,7,True,2016-12-19,2026-03-23
NEON.D18.OKSR.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D18.OKSR.DP1.20002/,68.66975,-149.14302,773,True,2020-07-20,2025-10-15
NEON.D18.TOOK.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D18.TOOK.DP1.20002/,68.62956,-149.61051,715,True,2018-07-19,2026-03-23
NEON.D18.TOOL.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D18.TOOL.DP1.00033/,68.66109,-149.37047,827,True,2017-02-24,2026-03-23
NEON.D18.TOOL.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D18.TOOL.DP1.00042/,68.66109,-149.37047,827,True,2017-02-24,2026-03-23
NEON.D19.BONA.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D19.BONA.DP1.00033/,65.15401,-147.50258,233,True,2018-12-12,2026-03-23
NEON.D19.BONA.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D19.BONA.DP1.00042/,65.15401,-147.50258,233,True,2017-10-31,2026-03-23
NEON.D19.CARI.DP1.20002,https://phenocam.nau.edu/webcam/sites/NEON.D19.CARI.DP1.20002/,65.15306,-147.50246,229,True,2017-10-31,2026-03-23
NEON.D19.DEJU.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D19.DEJU.DP1.00033/,63.88112,-145.75136,504,True,2016-12-19,2026-03-23
NEON.D19.DEJU.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D19.DEJU.DP1.00042/,63.88112,-145.75136,504,True,2016-12-19,2026-03-23
NEON.D19.HEAL.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D19.HEAL.DP1.00033/,63.87569,-149.21334,409,True,2016-05-06,2026-03-23
NEON.D19.HEAL.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D19.HEAL.DP1.00042/,63.87569,-149.21334,409,True,2016-05-06,2026-03-23
NEON.D20.PUUM.DP1.00033,https://phenocam.nau.edu/webcam/sites/NEON.D20.PUUM.DP1.00033/,19.55309,-155.31731,1683,True,2019-04-25,2026-03-23
NEON.D20.PUUM.DP1.00042,https://phenocam.nau.edu/webcam/sites/NEON.D20.PUUM.DP1.00042/,19.55309,-155.31731,1683,True,2019-04-25,2026-03-23
nevcansnk3a,https://phenocam.nau.edu/webcam/sites/nevcansnk3a/,39.0099,-114.3095,3063,True,2016-09-19,2026-02-28
nevcanspg1a,https://phenocam.nau.edu/webcam/sites/nevcanspg1a/,38.9253,-114.4082,1792,True,2018-06-29,2026-03-23
nevcanspg2a,https://phenocam.nau.edu/webcam/sites/nevcanspg2a/,38.8921,-114.3521,2203,True,2018-06-29,2026-03-23
nevcanspg3a,https://phenocam.nau.edu/webcam/sites/nevcanspg3a/,38.8898,-114.3314,2820,True,2016-09-20,2026-03-23
nevcanspg4a,https://phenocam.nau.edu/webcam/sites/nevcanspg4a/,38.9061,-114.3089,3360,True,2016-09-20,2026-03-23
newdale,https://phenocam.nau.edu/webcam/sites/newdale/,50.3623,-100.2024,609,True,2023-10-19,2026-03-23
newmanwetland,https://phenocam.nau.edu/webcam/sites/newmanwetland/,37.3091,-121.0044,24,True,2025-07-24,2026-03-23
nhjel,https://phenocam.nau.edu/webcam/sites/nhjel/,43.09235,-70.86161,0,False,2011-03-17,2011-10-29
nhshphighwayview,https://phenocam.nau.edu/webcam/sites/nhshphighwayview/,43.3096,-71.6055,76,False,2018-09-28,2019-06-17
ninemileprairie,https://phenocam.nau.edu/webcam/sites/ninemileprairie/,40.86802,-96.82208,381,True,2015-04-16,2026-03-23
nist,https://phenocam.nau.edu/webcam/sites/nist/,39.139,-77.2125,100,True,2017-06-12,2026-03-23
nistturf,https://phenocam.nau.edu/webcam/sites/nistturf/,39.1389,-77.2169,446,True,2022-08-13,2025-10-21
niwot2,https://phenocam.nau.edu/webcam/sites/niwot2/,40.03286,-105.54697,3050,False,2009-07-23,2015-07-16
niwot3,https://phenocam.nau.edu/webcam/sites/niwot3/,40.03286,-105.54697,3050,True,2015-07-16,2026-03-23
niwot4,https://phenocam.nau.edu/webcam/sites/niwot4/,40.03286,-105.54697,3050,False,2015-08-29,2016-07-06
